        0 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.82464040E+01 -1.36898603E+02  1.23864341E-02  1.58006490E+00 -3.05635808E-01  2.16765719E+00  1.13730595E-01 -3.64323306E+00  1.01789320E+00 -4.97118166E-01 -1.39803127E-03  4.29119567E+01 -1.42361790E+01  9.53207424E+00


       10 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.79871864E+01 -1.36569893E+02  1.22277615E-02  1.48925846E+00 -3.19730818E-01  2.29175334E+00  1.08878639E-01 -3.61041614E+00  1.02066573E+00 -4.86619359E-01 -1.97543179E-03  4.27814136E+01 -1.41794115E+01  9.47666246E+00


       20 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.77985770E+01 -1.36930732E+02  1.23472505E-02  1.60855459E+00 -2.94711412E-01  2.43497441E+00  1.17860445E-01 -3.59339105E+00  1.05098368E+00 -4.93580731E-01 -3.11353492E-03  4.29981908E+01 -1.43015830E+01  9.59562384E+00


       30 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78558105E+01 -1.36562187E+02  1.22038658E-02  1.49468523E+00 -3.15917929E-01  2.39437349E+00  1.08781517E-01 -3.60953246E+00  1.03330681E+00 -4.90272446E-01 -5.65978438E-03  4.27818676E+01 -1.41663715E+01  9.46891230E+00


       40 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78730702E+01 -1.36818262E+02  1.23245170E-02  1.54518273E+00 -3.09316993E-01  2.34339633E+00  1.20351273E-01 -3.60402462E+00  1.03658323E+00 -4.89654129E-01 -7.94008105E-03  4.29982653E+01 -1.42332037E+01  9.53322843E+00


       50 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78574967E+01 -1.36823938E+02  1.22884507E-02  1.59618803E+00 -3.00168663E-01  2.30227572E+00  1.11027470E-01 -3.57442983E+00  1.06217021E+00 -4.99579312E-01 -7.80499843E-03  4.29614535E+01 -1.42279663E+01  9.53098694E+00


       60 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78693324E+01 -1.36680358E+02  1.22826687E-02  1.50620254E+00 -3.20581747E-01  2.31084179E+00  1.09705750E-01 -3.60341448E+00  1.02850143E+00 -4.87518109E-01 -6.76079533E-03  4.29483065E+01 -1.40769650E+01  9.39042491E+00


       70 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78825408E+01 -1.36900576E+02  1.23952204E-02  1.59936655E+00 -3.00692072E-01  2.30356446E+00  1.16665207E-01 -3.62379828E+00  1.07868914E+00 -4.95942038E-01 -5.66873181E-03  4.30256319E+01 -1.41894101E+01  9.49723371E+00


       80 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.78079421E+01 -1.36623135E+02  1.22073057E-02  1.48416029E+00 -3.20502987E-01  2.30114493E+00  1.10535867E-01 -3.58566271E+00  1.04822665E+00 -4.84287376E-01 -6.22909749E-03  4.29435101E+01 -1.40771559E+01  9.38924553E+00


       90 : 
  1.31800000E+01  0.00000000E+00  0.00000000E+00
  7.08458173E-16  1.15700000E+01  0.00000000E+00
  6.55798361E-16  6.55798361E-16  1.07100000E+01
 -9.77886092E+01 -1.36769358E+02  1.23263007E-02  1.57959818E+00 -3.02091274E-01  2.31297514E+00  1.16427893E-01 -3.59186919E+00  1.06890920E+00 -4.91685170E-01 -7.09262443E-03  4.29800071E+01 -1.42019223E+01  9.50516592E+00


