        0 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.76145003E+01 -1.28873276E+02  0.00000000E+00  1.61354491E+01  2.32353353E-04  2.15876151E+01  0.00000000E+00  0.00000000E+00  5.22970866E-02  0.00000000E+00  0.00000000E+00  9.87733886E+00 -5.76016551E+00 -6.33990951E-01


       10 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.77351603E+01 -1.29092344E+02  0.00000000E+00  1.62082565E+01  2.10599988E-04  2.15790239E+01  0.00000000E+00  0.00000000E+00  6.66154913E-02  0.00000000E+00  0.00000000E+00  9.89458840E+00 -5.75309250E+00 -6.38418990E-01


       20 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.81591478E+01 -1.29819572E+02  0.00000000E+00  1.64507962E+01  1.50439532E-04  2.15749991E+01  0.00000000E+00  0.00000000E+00  5.83262059E-02  0.00000000E+00  0.00000000E+00  9.95905007E+00 -5.72998228E+00 -6.52915234E-01


       30 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.88751764E+01 -1.31174779E+02  0.00000000E+00  1.69002502E+01  8.16271529E-05  2.16177561E+01  0.00000000E+00  0.00000000E+00  5.06334132E-02  0.00000000E+00  0.00000000E+00  1.00982183E+01 -5.68814691E+00 -6.79190255E-01


       40 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.98179438E+01 -1.33246554E+02  0.00000000E+00  1.75798333E+01  3.45779779E-05  2.17737104E+01  0.00000000E+00  0.00000000E+00  3.77638244E-02  0.00000000E+00  0.00000000E+00  1.03807349E+01 -5.62398634E+00 -7.19480757E-01


       50 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -9.06970187E+01 -1.35911053E+02  0.00000000E+00  1.84413188E+01  1.28269006E-05  2.21389325E+01  0.00000000E+00  0.00000000E+00  1.51409098E-02  0.00000000E+00  0.00000000E+00  1.09289895E+01 -5.53525151E+00 -7.75109054E-01


       60 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -9.10386677E+01 -1.38898498E+02  0.00000000E+00  1.94233706E+01  3.82015426E-06  2.28249627E+01  0.00000000E+00  0.00000000E+00  2.16136757E-03  0.00000000E+00  0.00000000E+00  1.18783288E+01 -5.42505633E+00 -8.43940920E-01


       70 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -9.05125609E+01 -1.41638293E+02  0.00000000E+00  2.03539689E+01  6.06061875E-07  2.37526019E+01  0.00000000E+00  0.00000000E+00  1.57938160E-04  0.00000000E+00  0.00000000E+00  1.32426001E+01 -5.30530921E+00 -9.18288015E-01


       80 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.93486216E+01 -1.43586323E+02  0.00000000E+00  2.10361291E+01  5.85589989E-08  2.46624640E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.47209118E+01 -5.19675417E+00 -9.85049700E-01


       90 : 
  2.16560000E+01  0.00000000E+00  0.00000000E+00
  1.32604755E-15  2.16560000E+01  0.00000000E+00
  1.32604755E-15  1.32604755E-15  2.16560000E+01
 -8.83622064E+01 -1.44488500E+02  0.00000000E+00  2.13600435E+01  1.12120448E-08  2.52292099E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.56894592E+01 -5.12284525E+00 -1.02957415E+00


